21 15 15 14 7, NOT safe

62 69 72 73 70 77, NOT safe

29 32 30 30 27 28, NOT safe

48 51 50 49 46 49 45, NOT safe

74 77 76 75 71 65, NOT safe

37 44 46 49 52 52, NOT safe

73 77 80 83 87 88 90 92, NOT safe

51 49 47 48 51 52 52, NOT safe

53 53 54 55 59 60 62 61, NOT safe

47 47 45 44 42 36, NOT safe

45 46 48 46 48 51 50, NOT safe

65 68 65 63 62 58 57 58, NOT safe

29 28 22 19 17 16 12, NOT safe

34 33 32 32 28, NOT safe

25 26 25 26 26, NOT safe

64 63 65 69 71 70, NOT safe

80 79 77 74 71 71, SAFE

27 27 24 22 18 13, NOT safe

8 7 8 9 14, NOT safe

17 18 17 14 9 6 1, NOT safe

80 80 77 78 76 72, NOT safe

44 51 53 54 55 57 61, NOT safe

73 73 70 67 67 60, NOT safe

71 68 67 65 67, SAFE

43 38 35 32 31, SAFE

56 57 59 62 63 63, SAFE

8 8 10 13 16 20, NOT safe

82 82 89 91 98, NOT safe

45 44 42 41 39 36 33 29, SAFE

20 16 14 12 7 4 1, NOT safe

89 89 88 84 82 78, NOT safe

69 69 65 64 61 60 57, NOT safe

81 87 88 89 90, SAFE

57 57 54 51 49 46 49, NOT safe

92 92 88 85 85, NOT safe

80 78 74 73 69, NOT safe

53 46 45 42 41 39 42, NOT safe

46 46 52 53 56 58 58, NOT safe

42 46 47 49 53 55 55, NOT safe

12 19 22 24 26 27 27 33, NOT safe

84 80 78 78 78, NOT safe

17 16 19 25 27 27, NOT safe

78 85 85 86 87 91, NOT safe

10 7 8 5 4 1 1, NOT safe

65 68 69 71 75 78 83, NOT safe

40 46 48 54 57 58 61 61, NOT safe

49 45 44 42 42 45, NOT safe

70 66 63 60 62 55, NOT safe

75 75 78 79 80 81 78 82, NOT safe

25 32 29 30 31 33, NOT safe

67 68 71 69 72, SAFE

39 35 32 31 27 26 24 18, NOT safe

62 65 61 58 57 56 53 51, SAFE

96 96 94 94 92 90 92, NOT safe

28 30 27 25 22 19 16, SAFE

10 14 20 23 24 26 30, NOT safe

17 21 23 28 31 28, NOT safe

28 22 15 14 13 12 8, NOT safe

13 14 17 24 27 30 33 31, NOT safe

20 19 22 24 26 30 35, NOT safe

43 38 35 31 30, NOT safe

61 65 67 67 70 73 75 79, NOT safe

26 30 34 35 37 40 39, NOT safe

52 45 41 38 35 34 29, NOT safe

77 83 85 86 86 84, NOT safe

54 56 57 58 60 60 58, NOT safe

33 36 35 32 31 29 28 24, NOT safe

55 58 55 52 49 50 48, NOT safe

13 15 16 20 23 24 24, NOT safe

69 67 64 61 58 55 50 45, NOT safe

75 78 76 75 73 70 70, NOT safe

42 40 42 44 44 48, NOT safe

96 93 91 91 89 87 86, SAFE

94 94 95 94 92, NOT safe

62 59 56 55 51 52, SAFE

44 40 37 33 31 30 27 30, NOT safe

12 10 6 5 5, NOT safe

51 51 46 44 42 40 40, NOT safe

80 80 82 79 79, NOT safe

39 41 45 48 49 50, NOT safe

75 75 79 82 85 87 90 92, NOT safe

39 42 42 40 39 37 31, NOT safe

54 54 57 57 59 63, NOT safe

60 56 49 48 45 42 43, NOT safe

72 72 70 67 69 66 66, NOT safe

74 76 78 82 86, NOT safe

32 36 43 46 46, NOT safe

59 55 57 54 52 49 48 44, NOT safe

41 39 36 38 40, NOT safe

58 61 59 56 54 51 48 41, NOT safe

9 9 10 11 10 12 13, NOT safe

50 54 57 58 63, NOT safe

46 43 44 43 42, SAFE

5 3 10 12 16, NOT safe

39 39 42 48 49 51 52 54, NOT safe

26 30 32 34 34 35 37, NOT safe

70 70 63 61 57, NOT safe

52 56 63 64 66, NOT safe

18 21 23 28 29, NOT safe

23 19 17 12 11 11, NOT safe

55 55 55 53 51 48 46 45, NOT safe

80 77 78 79 83 86 87, NOT safe

63 57 55 53 46 45 44 44, NOT safe

97 92 92 90 89 85, NOT safe

52 57 60 61 64 69, NOT safe

3 3 6 6 8 13, NOT safe

13 19 20 21 23 23 25 25, NOT safe

51 55 57 60 62 61 64 64, NOT safe

70 72 71 68 67 64 59 59, NOT safe

82 76 73 71 70 70, NOT safe

65 69 72 74 74 74, NOT safe

68 68 67 67 65 61, NOT safe

66 63 61 59 57, SAFE

97 96 95 92 91 89 86, SAFE

53 52 49 48 47, SAFE

28 27 24 22 21 18, SAFE

29 30 33 34 36, SAFE

46 47 49 50 53 56, SAFE

71 69 67 66 65 62 59 58, SAFE

24 26 27 29 30, SAFE

8 11 14 17 18 20, SAFE

36 39 41 43 46 47 49 50, SAFE

59 57 56 54 53 50 47, SAFE

10 12 14 17 19 22 24 26, SAFE

31 33 35 38 40 43 45, SAFE

67 65 64 61 60 58 57 56, SAFE

47 45 42 41 38, SAFE

79 81 82 84 85, SAFE

19 17 16 13 12 11, SAFE

74 72 71 68 65, SAFE

12 14 16 18 21 23, SAFE

80 77 74 72 70 67, SAFE

70 67 64 63 62 60 59, SAFE

85 84 81 79 77, SAFE

22 19 18 16 15 12 11 8, SAFE

46 44 41 38 36 35, SAFE

64 62 59 56 54, SAFE

94 92 90 87 84, SAFE

74 77 78 81 83, SAFE

46 47 50 51 53 56 59 60, SAFE

99 96 93 90 87 86 83 80, SAFE

43 41 38 37 34 32 29, SAFE

35 36 37 39 40 41, SAFE

43 46 47 49 50 52, SAFE

63 62 59 57 54, SAFE

97 94 93 91 90 89 87 85, SAFE

65 68 70 72 75 78 79 80, SAFE

18 16 14 13 10 9 6 4, SAFE

27 24 22 20 19 18, SAFE

13 16 17 18 19 20 22, SAFE

74 76 77 78 81, SAFE

50 52 54 55 57 60, SAFE

97 96 94 91 89 87 85, SAFE

16 17 20 23 26 28 30, SAFE

99 97 94 91 90 88, SAFE

58 60 63 66 67 69 72, SAFE

21 19 17 14 12 9 6, SAFE

29 26 24 21 20 17, SAFE

50 47 46 45 43 41 40, SAFE

60 62 64 66 69 72 75 76, SAFE

55 57 60 63 66 67, SAFE

53 52 51 50 47 45 43, SAFE

57 60 62 63 64 65 68 70, SAFE

23 26 28 31 32 35 38, SAFE

76 79 80 83 86 89 91 92, SAFE

45 43 40 37 35 32 29, SAFE

45 42 41 39 38 37 35 34, SAFE

39 37 35 32 29 26 23 22, SAFE

11 10 7 4 2, SAFE

81 80 78 76 73, SAFE

57 59 61 62 65 68 71, SAFE

27 28 31 33 34 37 38 40, SAFE

57 58 60 61 64 67 69, SAFE

75 76 77 79 82 84, SAFE

97 94 92 89 86 84 82, SAFE

80 79 77 74 71 70 69 68, SAFE

19 22 24 25 26 29 32 33, SAFE

50 49 48 47 46 44 41, SAFE

46 47 50 52 54, SAFE

17 14 12 11 8 7, SAFE

11 8 7 5 2, SAFE

47 46 43 40 38 36, SAFE

8 10 12 13 15 18, SAFE

91 88 85 84 81 79 78, SAFE

76 75 72 71 68 67 65 63, SAFE

59 56 53 51 49 46, SAFE

1 4 7 9 11 12 15 18, SAFE

6 9 10 12 15 18, SAFE

18 15 14 13 12 11 8, SAFE

55 52 51 48 45, SAFE

15 17 20 23 25, SAFE

18 16 15 13 10 7, SAFE

40 43 45 47 48 51, SAFE

16 13 11 8 6 3, SAFE

53 50 48 46 45 43 40 39, SAFE

54 56 58 59 60, SAFE

57 60 63 64 65, SAFE

65 66 67 69 71 73, SAFE

72 69 66 64 63 60 57 55, SAFE

3 5 8 9 10, SAFE

38 36 35 33 31 28, SAFE

23 21 19 18 16 15 13 12, SAFE

87 84 81 78 76, SAFE

26 23 22 21 18, SAFE

38 36 33 31 28 26 23 21, SAFE

68 65 62 61 59 57, SAFE

38 35 32 29 26 23 21 19, SAFE

67 70 71 74 75, SAFE

6 8 10 13 15 16, SAFE

87 85 84 81 79 77, SAFE

83 86 87 89 91 94 96 99, SAFE

72 70 67 65 64 63, SAFE

53 55 57 59 62 64, SAFE

30 27 24 22 20 19 18, SAFE

50 53 54 57 58 60 61, SAFE

22 23 25 26 28 29 32, SAFE

53 55 58 60 61 62 65 68, SAFE

36 33 31 30 29, SAFE

48 46 45 42 40 38 35 34, SAFE

46 47 48 51 54 57 58 61, SAFE

49 50 51 53 55 56, SAFE

45 44 41 39 38 36 33 30, SAFE

71 74 77 78 81 82 85 88, SAFE

34 36 37 40 41 44 45 48, SAFE

88 85 84 81 79 76, SAFE

20 22 25 26 27 30 33 36, SAFE

44 45 47 50 52 55 56, SAFE

87 88 90 92 94 97, SAFE

42 43 46 47 48, SAFE

29 31 33 35 36 39 41, SAFE

28 29 32 35 38, SAFE

83 82 80 77 76 73 70, SAFE

79 77 75 72 70, SAFE

43 40 37 35 32 31 28, SAFE

32 33 34 35 36 39 41 42, SAFE

7 9 11 13 16, SAFE

41 38 35 32 30 28, SAFE

48 50 51 54 57, SAFE

80 82 84 87 90 93 94 95, SAFE

78 81 82 84 86 89 91 92, SAFE

46 44 42 40 38 35 33, SAFE

42 43 44 46 47, SAFE

19 20 23 25 27 30 32, SAFE

93 91 89 87 84, SAFE

2 5 8 11 12 13 14 17, SAFE

77 78 80 81 82 85 86 88, SAFE

44 42 40 37 34 33 31 30, SAFE

82 79 76 74 73, SAFE

36 33 30 28 26 24 21 19, SAFE

12 11 8 7 6 5, SAFE

96 94 93 90 89 88 86 84, SAFE

60 62 65 67 68 71 74, SAFE

35 37 40 42 44 46, SAFE

27 25 22 21 18, SAFE

50 51 52 53 56 59, SAFE

84 85 86 87 88 91 92, SAFE

79 80 83 85 88, SAFE

2 5 7 10 13 16 18, SAFE

88 85 84 81 79 78 77, SAFE

43 40 37 36 33 30 27 25, SAFE

49 48 45 44 42 41, SAFE

70 69 66 63 62 59 57 54, SAFE

63 62 61 60 59, SAFE

63 65 68 69 72 75 76, SAFE

50 51 52 55 56 57, SAFE

25 24 23 20 17 15 12, SAFE

50 48 46 45 43 41 39 36, SAFE

44 43 40 39 36 35, SAFE

25 27 29 31 33 35 36, SAFE

86 83 81 79 76 73 72 69, SAFE

69 67 64 62 61 59, SAFE

2 4 5 7 10, SAFE

53 50 47 46 43 40 39, SAFE

50 47 46 44 42, SAFE

87 85 83 80 77 74 72, SAFE

87 88 90 91 93 96 99, SAFE

52 49 47 46 44 42, SAFE

75 72 69 68 65 62 61 60, SAFE

48 49 52 55 58, SAFE

14 16 17 18 20 22 23 25, SAFE

81 78 77 74 71 69, SAFE

70 67 65 62 60, SAFE

38 40 43 44 47, SAFE

87 86 85 82 80 79, SAFE

82 81 80 79 76 73, SAFE

82 79 78 76 75 73 70 67, SAFE

63 62 60 58 57 55 54 52, SAFE

19 20 23 24 26 27 30 32, SAFE

36 34 33 30 29 26 24 23, SAFE

34 37 39 40 42 43, SAFE

82 81 78 75 73 72 71, SAFE

66 67 68 69 72 75 77 78, SAFE

39 41 44 45 46, SAFE

52 51 50 49 47 45, SAFE

75 72 71 70 68 66 63 60, SAFE

49 50 53 55 58 59 60 62, SAFE

69 71 73 74 75 77 78 80, SAFE

90 91 92 95 96 97 98, SAFE

58 59 61 62 65 66, SAFE

2 3 4 7 9 11 12 15, SAFE

32 31 28 27 25 22 20 18, SAFE

89 90 93 94 96 98, SAFE

35 32 31 30 27, SAFE

33 34 36 38 40 41 44 47, SAFE

11 13 16 19 22 23 26, SAFE

26 25 22 21 19 16 15, SAFE

66 63 61 60 57, SAFE

17 16 13 11 10, SAFE

54 53 51 50 48 47 44 41, SAFE

96 93 90 87 84 82, SAFE

16 15 12 10 8 7 6 3, SAFE

79 77 76 75 72, SAFE

64 61 60 57 54 52 50, SAFE

10 11 12 14 15 16 17 20, SAFE

90 93 94 96 97, SAFE

74 71 70 69 66 65 62 59, SAFE

9 10 13 15 16, SAFE

16 19 21 22 25 26, SAFE

48 51 52 55 56 57, SAFE

19 17 14 12 11 9 8, SAFE

88 87 86 84 83 82 80 77, SAFE

35 34 33 31 30, SAFE

21 18 16 14 13 10 9 6, SAFE

83 81 78 75 73 72, SAFE

47 48 51 52 55 57 58 59, SAFE

34 32 30 28 25, SAFE

49 46 44 41 40 39 36, SAFE

30 33 34 37 40 43 45, SAFE

48 45 42 41 38 35, SAFE

12 13 14 16 18, SAFE

41 40 37 35 33, SAFE

67 68 70 71 74 75, SAFE

29 30 33 36 37 38 39 42, SAFE

8 11 14 17 18 21, SAFE

33 30 28 27 25 23 20, SAFE

10 13 16 17 20 21 24, SAFE

34 33 31 30 28 26 25, SAFE

72 75 76 77 79 80 83 86, SAFE

83 84 86 88 91 92, SAFE

59 60 61 62 63 66, SAFE

79 78 76 74 71, SAFE

80 83 86 87 89 91 92 94, SAFE

30 31 34 35 38 40 43 45, SAFE

74 76 79 81 84 86 88, SAFE

52 55 56 58 59 60 62, SAFE

52 49 48 47 45 42 39, SAFE

14 13 11 8 6, SAFE

66 69 70 71 74 75, SAFE

84 87 88 90 92 94 96 98, SAFE

42 40 37 34 33 31 28 26, SAFE

39 41 43 45 46 49 51 54, SAFE

58 60 61 63 66 68 70 73, SAFE

82 81 80 79 77 76 75, SAFE

45 47 49 52 53 55 56 57, SAFE

58 55 53 50 47 44 41, SAFE

28 30 31 34 35 36 39 42, SAFE

24 23 22 19 17 16 13 12, SAFE

48 51 54 56 57, SAFE

65 66 67 70 73 74 77, SAFE

43 45 47 49 52 54 57 59, SAFE

12 15 17 19 22, SAFE

53 54 55 58 59 60 61 63, SAFE

29 26 25 24 21, SAFE

29 27 24 23 22 21, SAFE

63 64 65 66 67 70 73 76, SAFE

84 87 88 91 93, SAFE

46 47 50 53 56 58 60 62, SAFE

97 96 94 93 91, SAFE

65 67 68 69 71, SAFE

28 29 30 31 33, SAFE

85 87 88 91 94, SAFE

55 52 50 47 46 43, SAFE

62 63 65 67 69 70, SAFE

15 14 13 11 8 6 3, SAFE

82 84 87 90 92 94 96 99, SAFE

86 88 89 92 94 97, SAFE

8 10 11 13 14 17 20, SAFE

65 67 69 72 74 76, SAFE

27 24 23 22 21, SAFE

33 35 36 37 38 41, SAFE

56 58 60 61 64 66 67, SAFE

14 13 10 7 5, SAFE

90 87 85 82 79 77 75 74, SAFE

